EmployeeId,Age,Attrition,DailyRate,DistanceFromHome,Education,EmployeeCount,EnvironmentSatisfaction,HourlyRate,JobInvolvement,JobSatisfaction,MonthlyRate,Over18,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TrainingTimesLastYear,YearsSinceLastPromotion,outlier,MonthlyIncome_Log,YearsAtCompany_Winsorized,TotalWorkingYears_Rank,NumCompaniesWorked_Robust,IncomePerYearWorked,OverTime_Numeric,WorkLifeBalanceScore,LevelRoleGap,PromotionRate,RetentionScore,SatisfactionConsistency,TravelIntensity,PerformancePayRatio,RiskScore,BusinessTravel_Travel_Frequently,BusinessTravel_Travel_Rarely,Department_Research & Development,Department_Sales,EducationField_Life Sciences,EducationField_Marketing,EducationField_Medical,EducationField_Other,EducationField_Technical Degree,Gender_Male,JobRole_Human Resources,JobRole_Laboratory Technician,JobRole_Manager,JobRole_Manufacturing Director,JobRole_Research Director,JobRole_Research Scientist,JobRole_Sales Executive,JobRole_Sales Representative,MaritalStatus_Married,MaritalStatus_Single,OverTime_Yes,SalaryBand_Medium,SalaryBand_High,SalaryBand_Very High,YearsSinceLastPromotion_Binned_Medium (3-5),YearsSinceLastPromotion_Binned_Long (6-10),YearsSinceLastPromotion_Binned_Very Long (>10)
788,33,1,1076,3,3,1,1,70,3,1,3164,Y,3,1,80,0,3,9,1,8.116417072794205,10,0.5595238095238095,-0.3333333333333333,334.8,1,2,-0.6000000000000001,0.9,1.0,0,2,0.2727272727272727,4,True,False,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,True,True,False,False,False,True,False
789,46,0,1485,18,3,1,3,87,3,3,26314,Y,3,3,80,1,5,0,1,8.478660241699453,10,0.8316326530612245,0.0,253.1578947368421,0,2,0.6000000000000001,0.0,0.5263157894736842,0,1,0.21428571428571427,0,False,True,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
790,46,0,1125,10,3,1,3,94,2,4,11563,Y,3,3,80,1,3,1,1,9.112948025967533,3,0.7445578231292517,0.0,604.7333333333333,1,2,2.6,0.3333333333333333,0.2,1,1,0.15789473684210525,1,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,True,False,False,False
791,41,0,263,6,3,1,4,59,3,1,3119,Y,3,3,80,0,3,2,1,8.459987717645458,18,0.8493197278911565,0.0,236.05,1,2,-1.6,0.1111111111111111,0.9,2,1,0.23076923076923078,2,False,True,True,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False
792,21,0,501,5,1,1,3,58,3,1,25479,Y,3,4,80,0,6,1,1,7.7752758464868625,2,0.07346938775510205,-0.3333333333333333,1190.0,1,2,0.6,0.5,1.0,3,1,0.2727272727272727,2,False,True,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False,False
793,39,0,141,3,3,1,3,44,4,2,18767,Y,3,3,80,1,3,3,1,8.762489547371581,8,0.669047619047619,2.3333333333333335,532.4166666666666,0,1,1.4,0.375,0.6666666666666666,1,1,0.2,1,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False
794,44,0,602,1,5,1,1,37,3,4,10503,Y,3,3,80,0,3,0,1,8.65591111072806,10,0.7204081632653061,0.6666666666666666,410.2142857142857,1,2,0.6000000000000001,0.0,0.7142857142857143,1,2,0.2727272727272727,2,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False
795,34,1,1362,19,3,1,1,67,4,4,4652,Y,3,2,80,0,3,0,1,8.576405051048084,5,0.45816326530612245,2.0,589.3333333333334,1,1,1.6,0.0,0.5555555555555556,2,0,0.23076923076923078,2,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,True,True,False,True,False,False,False,False
796,34,0,419,7,4,1,1,53,3,2,21293,Y,3,3,80,0,4,2,1,9.392245175273795,12,0.6976190476190476,-0.6666666666666666,922.6153846153846,0,3,1.8,0.16666666666666666,0.9230769230769231,1,1,0.2727272727272727,1,False,True,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False
797,39,0,119,15,4,1,2,77,3,1,25098,Y,3,1,80,0,3,11,1,9.498672233269462,20,0.8710884353741497,-0.6666666666666666,635.2857142857143,0,3,2.4,0.55,0.9523809523809523,0,1,0.25,2,False,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,True
798,29,0,144,10,1,1,4,39,2,2,11866,Y,3,1,80,2,2,1,1,9.020268861722167,7,0.32789115646258504,-0.3333333333333333,1181.142857142857,1,2,0.6000000000000001,0.14285714285714285,1.0,1,1,0.21428571428571427,2,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False
799,37,0,290,21,3,1,2,65,4,1,22977,Y,3,1,80,1,3,1,1,8.178919332848396,8,0.3904761904761905,-0.3333333333333333,445.5,1,1,-0.3999999999999999,0.125,1.0,0,1,0.25,3,False,True,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,True,True,False,False,False,False,False
800,35,0,1229,8,1,1,4,36,4,4,4892,Y,3,4,80,0,2,0,1,7.727535110475448,1,0.03537414965986395,-0.3333333333333333,2269.0,0,3,1.0,0.0,1.0,0,1,0.15789473684210525,0,False,True,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
801,46,0,644,1,4,1,4,97,3,1,12368,Y,3,3,80,1,3,0,1,9.148145768383065,4,0.7945578231292517,1.6666666666666667,552.7058823529412,0,3,2.6,0.0,0.23529411764705882,2,1,0.1875,1,False,True,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
802,47,1,719,27,2,1,2,77,4,3,10339,Y,3,4,80,0,2,1,1,8.763740720509464,5,0.3904761904761905,0.6666666666666666,799.625,1,2,1.2,0.2,0.625,1,2,0.25,1,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,True,False,False,False,False
803,30,0,1012,5,4,1,2,75,2,4,2373,Y,3,2,80,1,3,0,1,8.232706009860976,5,0.5595238095238095,2.3333333333333335,376.1,0,2,0.19999999999999996,0.0,0.5,2,2,0.25,0,True,False,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False
804,29,0,1107,28,4,1,3,93,3,4,26968,Y,4,1,80,1,1,1,1,7.83002808253384,7,0.6404761904761904,0.6666666666666666,228.54545454545453,0,3,0.0,0.14285714285714285,0.6363636363636364,3,1,0.18181818181818182,1,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
805,50,0,1207,28,1,1,4,74,4,3,3297,Y,3,3,80,3,3,3,1,8.07775756373692,20,0.8493197278911565,-0.3333333333333333,161.05,1,2,-0.6000000000000001,0.15,1.0,0,1,0.2727272727272727,1,False,True,True,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,True,False,True,True,False,False,True,False,False
806,34,0,1400,9,1,1,2,70,3,3,5829,Y,4,1,80,0,3,1,1,8.65084957622891,6,0.2578231292517007,-0.3333333333333333,952.3333333333334,0,2,1.0,0.16666666666666666,1.0,2,1,0.2,1,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False
807,31,1,330,22,4,1,4,98,3,3,21057,Y,3,4,80,2,3,6,1,8.729073550451737,10,0.5595238095238095,-0.3333333333333333,617.9,1,1,1.6,0.6,1.0,1,1,0.2,1,False,True,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,True,False,True,False,False,True,False
808,48,0,277,6,3,1,1,97,2,3,13119,Y,3,4,80,0,0,2,1,8.352554369474591,2,0.8316326530612245,0.0,223.1578947368421,0,3,1.6,1.0,0.10526315789473684,1,1,0.23076923076923078,1,False,True,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False
809,31,0,715,2,4,1,4,54,3,1,21602,Y,3,4,80,0,3,0,1,8.581669210600602,5,0.5595238095238095,1.6666666666666667,533.2,0,3,1.6,0.0,0.5,3,2,0.23076923076923078,1,True,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False
810,49,0,809,1,3,1,3,36,3,3,22384,Y,3,1,80,0,2,0,1,9.640823243059636,8,0.904421768707483,0.6666666666666666,668.6521739130435,0,3,2.6,0.0,0.34782608695652173,2,1,0.21428571428571427,1,False,True,True,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False
811,43,0,1473,8,4,1,3,74,3,3,2227,Y,3,4,80,0,3,0,1,8.416930769477844,5,0.3904761904761905,0.6666666666666666,565.25,1,2,1.6,0.0,0.625,1,1,0.21428571428571427,1,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False
812,34,0,258,21,4,1,4,74,4,4,19921,Y,3,4,80,0,3,5,1,8.58260632996447,10,0.5595238095238095,-0.3333333333333333,533.7,0,3,0.6000000000000001,0.5,1.0,0,1,0.25,0,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,True,False,True,False,False
813,60,0,696,7,4,1,2,52,4,4,10893,Y,3,2,80,1,3,1,1,8.560444233410552,11,0.669047619047619,-0.6666666666666666,435.0,1,2,0.6000000000000001,0.09090909090909091,0.9166666666666666,2,1,0.16666666666666666,1,False,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False
814,52,0,258,8,4,1,3,54,3,1,17363,Y,3,3,80,0,2,0,1,7.989899374942939,5,0.669047619047619,2.3333333333333335,245.83333333333334,0,1,0.19999999999999996,0.0,0.4166666666666667,2,1,0.23076923076923078,2,False,True,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False
815,25,0,1280,7,1,1,4,64,2,4,26897,Y,3,3,80,2,2,2,1,7.969011781106478,2,0.07346938775510205,-0.3333333333333333,1444.5,0,3,0.6,1.0,1.0,1,1,0.2727272727272727,0,False,True,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False
816,46,0,705,2,4,1,2,83,3,1,22822,Y,3,4,80,0,2,2,1,9.849453664043642,2,0.889795918367347,0.3333333333333333,861.2272727272727,0,2,4.6,1.0,0.09090909090909091,3,1,0.25,1,False,True,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False
817,24,0,830,13,2,1,4,78,3,2,7103,Y,3,3,80,1,2,0,1,7.617759576608505,1,0.03537414965986395,-0.3333333333333333,2033.0,0,3,1.0,0.0,1.0,1,0,0.23076923076923078,0,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False
818,29,0,1010,1,3,1,1,97,3,4,5598,Y,3,1,80,3,5,1,1,8.232440158470336,3,0.09829931972789116,-0.3333333333333333,1253.3333333333333,0,3,0.6,0.3333333333333333,1.0,3,1,0.2,2,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False
819,41,1,143,4,3,1,1,56,3,2,9558,Y,3,3,80,0,5,7,1,9.143773127704069,8,0.3904761904761905,-0.3333333333333333,1169.375,0,3,0.6000000000000001,0.875,1.0,1,2,0.16666666666666666,1,True,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,True,False
820,45,0,192,10,2,1,1,69,3,4,9655,Y,4,4,80,2,3,0,1,7.884199933676039,2,0.3904761904761905,0.3333333333333333,331.75,0,2,0.6,0.0,0.25,0,1,0.19047619047619047,1,False,True,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False
821,30,0,855,7,4,1,4,73,3,1,12761,Y,3,2,80,2,3,0,1,8.472195825485501,3,0.3904761904761905,1.6666666666666667,597.375,0,3,1.6,0.0,0.375,1,1,0.21428571428571427,1,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False
822,33,0,1146,25,3,1,2,82,3,3,4905,Y,3,1,80,1,3,0,1,8.420682291035394,10,0.5595238095238095,-0.3333333333333333,453.9,0,2,0.6000000000000001,0.0,1.0,2,2,0.25,1,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False
823,33,0,147,2,3,1,2,99,3,3,8429,Y,3,4,80,1,2,1,1,8.188966863648876,5,0.18537414965986396,-0.3333333333333333,720.0,0,3,0.19999999999999996,0.2,1.0,1,1,0.23076923076923078,0,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False
824,42,0,748,9,2,1,1,74,3,4,16458,Y,3,3,80,0,3,5,1,8.20903626577507,12,0.669047619047619,-0.3333333333333333,306.0833333333333,0,3,-0.8,0.4166666666666667,1.0,1,2,0.23076923076923078,1,True,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False
825,43,0,531,4,4,1,4,56,2,4,20364,Y,3,4,80,0,3,15,1,9.23327534325868,20,0.904421768707483,0.3333333333333333,444.82608695652175,0,4,1.6,0.7142857142857143,0.9130434782608695,0,1,0.21428571428571427,0,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,True
826,39,0,466,1,1,1,4,65,2,4,7060,Y,3,3,80,1,3,11,1,9.452737380212278,20,0.8710884353741497,-0.3333333333333333,606.7619047619048,0,3,2.8,0.5238095238095238,1.0,1,1,0.1875,0,False,True,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,True
827,39,0,1431,1,4,1,3,96,3,3,15417,Y,3,3,80,3,1,1,1,7.711101251840158,3,0.32789115646258504,1.6666666666666667,318.85714285714283,0,3,0.6,0.3333333333333333,0.42857142857142855,0,1,0.21428571428571427,0,False,True,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
828,35,0,1212,8,2,1,3,78,2,4,13755,Y,3,2,80,1,6,4,1,9.247443459927686,13,0.7707482993197279,0.6666666666666666,648.5625,1,1,2.6,0.3076923076923077,0.8125,2,0,0.2727272727272727,1,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,True,True,False,False
829,40,0,448,16,3,1,3,84,3,4,19948,Y,3,4,80,0,2,3,1,8.980423936374544,4,0.8149659863945579,1.3333333333333333,441.3888888888889,1,1,2.6,0.75,0.2222222222222222,0,1,0.2,1,False,True,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,True,False,True,False,False
830,26,1,1449,16,4,1,1,45,3,2,14180,Y,3,4,80,1,2,0,1,7.772331575169614,3,0.18537414965986396,0.0,474.6,1,2,0.6,0.0,0.6,2,1,0.23076923076923078,2,False,True,True,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
831,40,0,884,15,3,1,1,80,2,3,25800,Y,3,4,80,2,2,14,1,9.253016646256619,18,0.8149659863945579,-0.3333333333333333,579.7222222222222,0,3,0.0,0.7777777777777778,1.0,1,1,0.23076923076923078,1,False,True,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,True
832,51,0,1178,14,2,1,3,87,3,4,14862,Y,3,3,80,1,2,0,1,8.504513138258863,7,0.8149659863945579,0.6666666666666666,274.22222222222223,0,2,0.6000000000000001,0.0,0.3888888888888889,1,1,0.2727272727272727,0,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False
833,45,0,538,1,4,1,1,66,3,2,20933,Y,3,1,80,3,4,7,1,8.914894908906568,10,0.5595238095238095,-0.3333333333333333,744.1,0,3,1.4,0.7,1.0,1,1,0.25,2,False,True,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False
834,40,0,1202,2,1,1,2,89,4,3,13888,Y,4,2,80,3,0,11,1,8.760609847570002,12,0.7445578231292517,1.0,425.1333333333333,0,3,-0.20000000000000018,0.9166666666666666,0.8,1,1,0.2,0,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True
835,32,0,604,8,3,1,3,56,4,4,11693,Y,3,3,80,2,4,0,1,8.733916174927524,10,0.5595238095238095,-0.3333333333333333,620.9,0,4,0.6000000000000001,0.0,1.0,1,1,0.2,0,False,True,False,True,False,False,True,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False
836,28,0,995,9,3,1,3,77,3,3,9834,Y,3,2,80,1,2,2,1,7.774015077250727,2,0.2578231292517007,1.0,396.1666666666667,0,3,0.6,1.0,0.3333333333333333,1,1,0.16666666666666666,0,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
837,31,0,1125,7,4,1,1,68,3,1,8277,Y,3,4,80,2,3,2,1,9.173468897200278,3,0.45816326530612245,0.0,1070.7777777777778,0,3,2.6,0.6666666666666666,0.3333333333333333,3,2,0.21428571428571427,2,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False
838,58,0,1216,15,4,1,1,87,3,3,21624,Y,3,2,80,0,3,2,1,9.667005436782738,2,0.904421768707483,0.0,686.3913043478261,1,2,3.6,1.0,0.08695652173913043,1,2,0.21428571428571427,2,True,False,True,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False
839,40,0,1398,2,4,1,3,79,3,3,13022,Y,3,4,80,0,2,1,-1,9.800457652216584,20,0.8710884353741497,-0.6666666666666666,859.0952380952381,0,3,2.0,0.05,0.9523809523809523,1,1,0.21428571428571427,0,False,True,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False
840,45,0,1249,7,3,1,1,97,3,1,20308,Y,3,1,80,1,2,9,1,8.558527054909215,20,0.9180272108843538,-0.3333333333333333,217.08333333333334,0,3,1.2,0.375,1.0,0,2,0.16666666666666666,3,True,False,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False
841,44,0,1315,3,4,1,4,35,3,4,9358,Y,3,1,80,1,2,0,1,9.878887435667895,2,0.9384353741496598,0.6666666666666666,750.5,1,3,4.6,0.0,0.07692307692307693,3,1,0.25,2,False,True,True,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,True,False,True,False,False,True,False,False,False
842,50,0,1322,28,3,1,4,43,3,1,22422,Y,3,2,80,0,2,1,-1,9.733944008101389,3,0.9289115646258503,0.6666666666666666,675.2,1,2,3.6,0.3333333333333333,0.12,1,1,0.2727272727272727,2,False,True,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False
843,45,0,248,23,2,1,4,42,3,1,14039,Y,3,3,80,1,2,0,1,8.198089248956116,9,0.45816326530612245,-0.3333333333333333,403.6666666666667,1,2,0.3999999999999999,0.0,1.0,2,0,0.2,2,False,False,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False
844,35,0,853,18,5,1,2,71,3,1,11031,Y,4,4,80,1,3,1,1,9.112727543109182,9,0.45816326530612245,-0.3333333333333333,1007.6666666666666,0,2,1.4,0.1111111111111111,1.0,3,2,0.18181818181818182,1,True,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False
845,48,0,855,4,3,1,4,54,3,4,18706,Y,3,3,80,0,2,0,1,8.97449144816442,10,0.6404761904761904,-0.3333333333333333,718.0,0,3,1.2,0.0,0.9090909090909091,1,1,0.2727272727272727,0,False,True,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False
846,40,0,1300,24,2,1,1,62,3,4,24447,Y,3,1,80,2,3,4,1,8.107720061910534,9,0.45816326530612245,-0.3333333333333333,368.77777777777777,0,3,0.3999999999999999,0.4444444444444444,1.0,3,1,0.17647058823529413,2,False,True,True,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False
847,42,0,544,2,1,1,3,52,3,3,24017,Y,3,3,80,1,5,1,1,7.89989532313973,3,0.13401360544217686,-0.6666666666666666,674.0,1,2,0.6,0.3333333333333333,0.75,0,1,0.2727272727272727,1,False,True,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
848,48,0,117,22,3,1,4,58,3,4,2437,Y,3,2,80,1,3,4,-1,9.751210117090551,20,0.9180272108843538,0.3333333333333333,715.5833333333334,0,3,0.6000000000000001,0.18181818181818182,0.9166666666666666,2,2,0.2727272727272727,0,True,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False
849,21,0,996,3,2,1,4,100,2,3,10531,Y,3,1,80,0,4,1,1,8.080546965824498,3,0.09829931972789116,-0.3333333333333333,1076.6666666666667,0,4,0.6,0.3333333333333333,1.0,2,1,0.17647058823529413,1,False,True,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False
850,38,0,268,2,5,1,4,92,3,3,20471,Y,3,2,80,1,0,0,1,8.025516386489008,1,0.2578231292517007,1.3333333333333333,509.5,1,0,1.0,0.0,0.16666666666666666,1,1,0.23076923076923078,2,False,True,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,True,True,False,False,False,False,False
851,35,0,1142,23,4,1,3,30,3,1,16002,Y,3,3,80,1,3,2,1,8.297792626380861,2,0.13401360544217686,0.3333333333333333,1003.5,1,2,0.6,1.0,0.5,2,1,0.2,2,False,True,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False
852,28,1,1157,2,4,1,1,84,1,4,24737,Y,3,4,80,0,4,2,1,8.150467911624004,3,0.18537414965986396,1.0,692.8,1,1,0.6,0.6666666666666666,0.6,0,1,0.23076923076923078,2,False,True,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,True,True,False,False,False,False,False
853,23,0,638,9,3,1,4,33,3,1,26956,Y,3,1,80,1,3,1,1,7.490529402060711,1,0.03537414965986395,-0.3333333333333333,1790.0,0,2,1.0,1.0,1.0,0,2,0.15789473684210525,2,True,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False
854,53,0,1376,2,2,1,3,45,3,3,13938,Y,3,3,80,1,3,15,-1,9.605957144029533,17,0.889795918367347,1.3333333333333333,675.0909090909091,0,4,1.4,0.8823529411764706,0.7727272727272727,0,1,0.23076923076923078,0,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True
855,35,0,200,18,2,1,3,60,3,4,19944,Y,3,3,80,0,2,2,1,9.14452103093889,2,0.5595238095238095,0.0,936.2,0,3,2.6,1.0,0.2,1,2,0.2727272727272727,0,True,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False
856,36,0,1480,3,2,1,4,30,3,2,15062,Y,3,3,80,0,3,7,1,7.644440761556566,8,0.6976190476190476,0.6666666666666666,160.6153846153846,0,2,-0.3999999999999999,0.875,0.6153846153846154,1,2,0.25,0,True,False,True,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
857,36,0,1223,8,3,1,3,59,3,3,8202,Y,3,2,80,3,2,12,1,9.219993629004321,17,0.7945578231292517,-0.3333333333333333,593.8823529411765,0,3,0.20000000000000018,0.7058823529411765,1.0,1,1,0.23076923076923078,0,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True
858,59,0,715,2,3,1,3,69,2,4,21829,Y,3,1,80,0,4,4,1,9.52711997525166,5,0.9666666666666667,0.3333333333333333,457.53333333333336,1,2,3.4,0.8,0.16666666666666666,3,1,0.23076923076923078,2,False,True,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,True,True,False,False
859,33,0,392,2,4,1,4,93,3,4,3921,Y,3,3,80,2,5,0,1,8.613593685702552,6,0.2578231292517007,-0.3333333333333333,917.5,0,3,1.6,0.0,1.0,1,1,0.21428571428571427,0,False,True,False,True,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False
860,40,0,616,2,2,1,3,99,3,1,25605,Y,3,4,80,1,5,0,1,8.125039097367745,4,0.32789115646258504,0.6666666666666666,482.42857142857144,0,2,0.4,0.0,0.5714285714285714,3,1,0.17647058823529413,1,False,True,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False
861,45,0,1015,5,5,1,3,50,1,1,23447,Y,3,1,80,0,3,1,1,8.660427359502146,10,0.5595238095238095,-0.3333333333333333,576.9,1,2,0.6000000000000001,0.1,1.0,0,1,0.21428571428571427,3,False,True,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,True,False,False,False,False
862,32,0,529,2,3,1,4,78,3,1,11288,Y,3,4,80,0,4,1,1,7.799753318287247,4,0.13401360544217686,-0.3333333333333333,609.75,0,3,0.6,0.25,1.0,3,1,0.21428571428571427,1,False,True,True,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False
863,49,0,174,8,4,1,4,56,2,2,11879,Y,3,2,80,1,3,2,1,9.481969279105716,9,0.889795918367347,1.3333333333333333,596.3636363636364,0,3,2.4,0.2222222222222222,0.4090909090909091,0,1,0.17647058823529413,0,False,True,False,True,False,False,False,False,True,True,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False
864,36,0,132,6,3,1,2,55,4,4,22002,Y,3,2,80,0,3,0,1,8.019283792916793,1,0.18537414965986396,0.3333333333333333,607.6,0,3,1.0,0.0,0.2,2,1,0.25,0,False,True,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False
865,23,1,427,7,3,1,3,99,3,4,25103,Y,4,2,80,1,2,0,1,7.730174795246222,3,0.09829931972789116,-0.3333333333333333,758.3333333333334,1,2,0.6,0.0,1.0,2,1,0.19047619047619047,1,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False
866,30,0,1312,2,4,1,4,78,2,1,26427,Y,3,4,80,0,2,0,1,8.51097389160232,9,0.5595238095238095,-0.6666666666666666,496.8,0,3,-0.3999999999999999,0.0,0.9,3,2,0.1875,1,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False
867,53,0,970,7,3,1,3,59,4,3,13514,Y,3,3,80,0,3,1,1,9.603395460007665,5,0.9782312925170068,0.3333333333333333,462.9375,0,3,3.8,0.2,0.15625,0,1,0.15789473684210525,0,False,True,True,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False
868,53,0,868,8,3,1,1,73,3,4,22789,Y,3,3,80,1,3,2,1,9.378985497953893,2,0.9527210884353742,1.0,422.7142857142857,0,3,4.0,1.0,0.07142857142857142,1,1,0.21428571428571427,1,False,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False
