EmployeeId,Age,Attrition,DailyRate,DistanceFromHome,Education,EnvironmentSatisfaction,HourlyRate,JobInvolvement,JobLevel,JobSatisfaction,MonthlyIncome,MonthlyRate,NumCompaniesWorked,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,MonthlyIncome_Original,MonthlyIncome_Log,YearsAtCompany_Original,YearsAtCompany_Winsorized,YearsSinceLastPromotion_Original,TotalWorkingYears_Original,TotalWorkingYears_Rank,NumCompaniesWorked_Original,NumCompaniesWorked_Robust,IncomePerYearWorked,WorkLifeBalanceScore,LevelRoleGap,PromotionRate,RetentionScore,SatisfactionConsistency,TravelIntensity,PerformancePayRatio,RiskScore,BusinessTravel_Travel_Frequently,BusinessTravel_Travel_Rarely,Department_Research & Development,Department_Sales,EducationField_Life Sciences,EducationField_Marketing,EducationField_Medical,EducationField_Other,EducationField_Technical Degree,Gender_Male,JobRole_Human Resources,JobRole_Laboratory Technician,JobRole_Manager,JobRole_Manufacturing Director,JobRole_Research Director,JobRole_Research Scientist,JobRole_Sales Executive,JobRole_Sales Representative,MaritalStatus_Married,MaritalStatus_Single,OverTime_Yes,SalaryBand_Medium,SalaryBand_High,SalaryBand_Very High,YearsSinceLastPromotion_Binned_Medium (3-5),YearsSinceLastPromotion_Binned_Long (6-10),YearsSinceLastPromotion_Binned_Very Long (>10)
675,52,0,699,1,4,3,65,2,5,3,19999,5678,0,14,3,1,1,34,5,3,33,18,11,9,19999,9.903487552536127,33,20,11,34,0.9877551020408163,0,-0.6666666666666666,588.2058823529412,3,1.4,0.3333333333333333,0.9705882352941176,2,1,0.21428571428571427,1,False,True,True,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,True
676,38,0,1321,1,4,4,86,3,2,2,4440,7636,0,15,3,1,2,16,3,3,15,13,5,8,4440,8.398634855292102,15,15,5,16,0.7707482993197279,0,-0.6666666666666666,277.5,3,-0.6000000000000001,0.3333333333333333,0.9375,1,1,0.2,1,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False
677,35,0,138,2,3,2,37,3,2,2,4425,15986,5,11,3,4,0,10,5,3,6,2,1,2,4425,8.395251520610994,6,6,1,10,0.5595238095238095,5,1.0,442.5,3,1.6,0.16666666666666666,0.6,2,2,0.2727272727272727,0,True,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False
678,44,0,1459,10,4,4,41,3,2,4,6465,19121,2,13,3,4,0,9,5,4,4,2,1,3,6465,8.774312958285378,4,4,1,9,0.45816326530612245,2,0.0,718.3333333333334,3,1.6,0.25,0.4444444444444444,0,1,0.23076923076923078,1,False,True,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False
679,46,0,228,3,3,3,51,3,4,2,16606,11380,8,12,3,4,1,23,2,4,13,12,5,1,16606,9.717579572206754,13,13,5,23,0.904421768707483,8,2.0,722.0,4,1.6,0.38461538461538464,0.5652173913043478,2,1,0.25,0,False,True,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,True,False,False
680,22,1,617,3,1,2,34,3,2,3,4171,10022,0,19,3,1,1,4,3,4,3,2,0,2,4171,8.336150816120663,3,3,0,4,0.13401360544217686,0,-0.6666666666666666,1042.75,3,1.6,0.0,0.75,2,1,0.15789473684210525,2,False,True,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,True,False,False,False,False,False
681,40,0,804,2,1,4,86,2,1,4,2342,22929,0,20,4,4,0,5,2,2,4,2,2,3,2342,7.759187438507795,4,4,2,5,0.18537414965986396,0,-0.6666666666666666,468.4,1,0.6,0.5,0.8,0,1,0.2,1,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False
682,33,1,603,9,4,1,77,3,2,1,8224,18385,0,17,3,1,0,6,3,3,5,2,0,3,8224,9.014933575633572,5,5,0,6,0.2578231292517007,0,-0.6666666666666666,1370.6666666666667,2,1.6,0.0,0.8333333333333334,0,1,0.17647058823529413,4,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,True,False,False,False,False
683,50,0,1246,3,3,1,99,3,5,2,18200,7999,1,11,3,3,1,32,2,3,32,5,10,7,18200,9.809231816610408,32,20,10,32,0.9782312925170068,1,-0.3333333333333333,568.75,3,4.0,0.3125,1.0,1,2,0.2727272727272727,1,True,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True,False
684,50,0,1421,2,3,4,30,3,4,1,17856,9490,2,22,4,3,1,32,3,3,2,2,2,2,17856,9.790150867197125,2,2,2,32,0.9782312925170068,2,0.0,558.0,3,3.6,1.0,0.0625,2,2,0.18181818181818182,1,True,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False
685,57,0,593,1,4,4,88,3,2,3,6755,2967,2,11,3,3,0,15,2,3,3,2,1,2,6755,8.81818627792769,3,3,1,15,0.7445578231292517,2,0.0,450.3333333333333,3,1.6,0.3333333333333333,0.2,0,1,0.2727272727272727,0,False,True,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
686,37,0,161,10,3,3,42,4,3,4,13744,15471,1,25,4,1,1,16,2,3,16,11,6,8,13744,9.528430400599346,16,16,6,16,0.7707482993197279,1,-0.3333333333333333,859.0,2,0.7999999999999998,0.375,1.0,3,1,0.16,2,False,True,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,True,False
687,35,1,662,18,4,4,67,3,2,3,4614,23288,0,18,3,3,1,5,0,2,4,2,3,2,4614,8.437067146936952,4,4,3,5,0.18537414965986396,0,-0.6666666666666666,922.8,1,1.6,0.75,0.8,0,2,0.16666666666666666,1,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,True,False,False,True,False,False
688,41,0,582,28,4,1,60,2,4,2,13570,5640,0,23,4,3,1,21,3,3,20,7,0,10,13570,9.51569044208137,20,20,0,21,0.8710884353741497,0,-0.6666666666666666,646.1904761904761,3,2.6,0.0,0.9523809523809523,1,1,0.17391304347826086,1,False,True,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False
689,30,0,634,17,4,2,95,3,3,1,11916,25927,1,23,4,4,2,9,2,3,9,1,0,8,11916,9.385721231090805,9,9,0,9,0.45816326530612245,1,-0.3333333333333333,1324.0,2,2.8,0.0,1.0,3,1,0.17391304347826086,2,False,True,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,True,False,False,False
690,37,0,1278,1,4,3,31,1,2,4,9525,7677,1,14,3,3,2,6,2,2,6,3,1,3,9525,9.161780181360806,6,6,1,6,0.2578231292517007,1,-0.3333333333333333,1587.5,2,1.4,0.16666666666666666,1.0,1,2,0.21428571428571427,0,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False
691,31,0,525,6,4,1,66,4,2,4,5460,6219,4,22,4,4,2,13,4,4,7,7,5,7,5460,8.605387202152153,7,7,5,13,0.6976190476190476,4,0.6666666666666666,420.0,4,0.6000000000000001,0.7142857142857143,0.5384615384615384,0,1,0.18181818181818182,1,False,True,False,True,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False
692,52,0,771,2,4,1,79,2,5,3,19068,21030,1,18,3,4,0,33,2,4,33,7,15,12,19068,9.855819258834627,33,20,15,33,0.9836734693877551,1,-0.3333333333333333,577.8181818181819,3,3.6,0.45454545454545453,1.0,1,0,0.16666666666666666,2,False,False,False,True,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,True,False,False,True,False,False,True
693,31,0,1003,5,3,1,51,3,2,3,8346,20943,1,19,3,3,1,6,3,3,5,2,0,2,8346,9.029657471850737,5,5,0,6,0.2578231292517007,1,-0.3333333333333333,1391.0,3,1.6,0.0,0.8333333333333334,0,1,0.15789473684210525,1,False,True,False,True,False,False,False,False,True,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False
694,33,0,1069,1,3,2,42,2,2,4,6949,12291,0,14,3,1,0,6,3,3,5,0,1,4,6949,8.846496938558838,5,5,1,6,0.2578231292517007,0,-0.6666666666666666,1158.1666666666667,3,2.0,0.2,0.8333333333333334,3,1,0.21428571428571427,1,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
695,44,0,1313,7,3,2,31,3,5,4,19049,3549,0,14,3,4,1,23,4,2,22,7,1,10,19049,9.854822380554847,22,20,1,23,0.904421768707483,0,-0.6666666666666666,828.2173913043479,1,3.6,0.045454545454545456,0.9565217391304348,0,1,0.21428571428571427,1,False,True,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False
696,33,0,750,22,2,3,95,3,2,2,6146,15480,0,13,3,1,1,8,2,4,7,7,0,7,6146,8.72371943690701,7,7,0,8,0.3904761904761905,0,-0.6666666666666666,768.25,4,0.6000000000000001,0.0,0.875,1,0,0.23076923076923078,1,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False
697,34,0,285,29,3,2,86,3,2,3,5429,17491,4,13,3,1,2,10,1,3,8,7,7,7,5429,8.599694412927981,8,8,7,10,0.5595238095238095,4,0.6666666666666666,542.9,3,0.6000000000000001,0.875,0.8,2,1,0.23076923076923078,1,False,True,True,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False
698,18,1,544,3,2,2,70,3,1,4,1569,18420,1,12,3,3,0,0,2,4,0,0,0,0,1569,7.358830898342354,0,1,0,0,0.004081632653061225,1,-0.3333333333333333,1569.0,3,1.0,0.0,0.0,1,2,0.25,1,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False,False
699,51,0,432,9,4,4,96,3,1,4,2075,18725,3,23,4,2,2,10,4,3,4,2,0,3,2075,7.638198244285779,4,4,0,10,0.5595238095238095,3,0.3333333333333333,207.5,3,0.6,0.0,0.4,2,1,0.17391304347826086,0,False,True,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
700,50,0,797,4,1,1,96,3,5,2,19144,15815,3,14,3,1,2,28,4,2,10,4,1,6,19144,9.859796863911395,10,10,1,28,0.9527210884353742,3,0.3333333333333333,683.7142857142857,2,4.2,0.1,0.35714285714285715,1,1,0.21428571428571427,2,False,True,True,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False
701,29,0,410,2,1,4,97,3,1,2,3180,4668,0,13,3,3,3,4,3,3,3,2,0,2,3180,8.064950891749143,3,3,0,4,0.13401360544217686,0,-0.6666666666666666,795.0,3,0.6,0.0,0.75,1,2,0.23076923076923078,0,True,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False
702,46,0,168,4,2,4,33,2,5,2,18789,9946,2,14,3,3,1,26,2,3,11,4,0,8,18789,9.84108009240751,11,11,0,26,0.9384353741496598,2,0.0,722.6538461538462,3,4.2,0.0,0.4230769230769231,1,1,0.21428571428571427,0,False,True,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False
703,22,0,217,8,1,2,94,1,1,1,2451,6881,1,15,3,1,1,4,3,2,4,3,1,1,2451,7.804659297056102,4,4,1,4,0.13401360544217686,1,-0.3333333333333333,612.75,2,0.4,0.25,1.0,0,1,0.2,2,False,True,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
704,29,0,1413,1,1,2,42,3,3,4,7918,6599,1,14,3,4,1,11,5,3,11,10,4,1,7918,8.977020214210413,11,11,4,11,0.6404761904761904,1,-0.3333333333333333,719.8181818181819,3,1.0,0.36363636363636365,1.0,0,2,0.21428571428571427,0,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False
705,22,0,1136,5,3,4,60,4,1,2,2328,12392,1,16,3,1,1,4,2,2,4,2,2,2,2328,7.753194269884341,4,4,2,4,0.13401360544217686,1,-0.3333333333333333,582.0,1,0.6,0.5,1.0,1,1,0.1875,2,False,True,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False
706,45,0,374,20,3,4,50,3,2,3,4850,23333,8,15,3,3,0,8,3,3,5,3,0,1,4850,8.486940148245216,5,5,0,8,0.3904761904761905,8,2.0,606.25,3,1.4,0.0,0.625,0,1,0.2,0,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False
707,25,0,309,2,3,3,82,3,1,2,2187,19655,4,14,3,3,0,6,3,3,2,0,1,2,2187,7.690743163541872,2,2,1,6,0.2578231292517007,4,0.6666666666666666,364.5,3,1.0,0.5,0.3333333333333333,1,1,0.21428571428571427,0,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
708,46,0,1402,2,3,3,69,3,4,1,17048,24097,8,23,4,1,0,28,2,3,26,15,15,9,17048,9.74384682996523,26,20,15,28,0.9527210884353742,8,2.0,608.8571428571429,3,1.0,0.5769230769230769,0.9285714285714286,0,1,0.17391304347826086,2,False,True,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,True
709,35,0,1349,7,2,3,63,2,1,4,2690,7713,1,18,3,4,1,1,5,2,1,0,0,1,2690,7.897668150726906,1,1,0,1,0.03537414965986395,1,-0.3333333333333333,2690.0,2,1.0,0.0,1.0,0,1,0.16666666666666666,0,False,True,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
710,29,0,332,17,3,2,51,2,3,1,7988,9769,1,13,3,1,0,10,3,2,10,9,0,9,7988,8.985820874482043,10,10,0,10,0.5595238095238095,1,-0.3333333333333333,798.8,2,1.2,0.0,1.0,0,1,0.23076923076923078,2,False,True,False,False,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
711,46,0,563,1,4,4,56,4,4,1,17567,3156,1,15,3,2,0,27,5,1,26,0,0,12,17567,9.773834344309257,26,20,0,27,0.9455782312925171,1,-0.3333333333333333,650.6296296296297,1,4.0,0.0,0.9629629629629629,1,1,0.2,2,False,True,False,True,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False
712,38,0,653,29,5,4,50,3,2,4,2406,5456,1,11,3,4,0,10,2,3,10,3,9,9,2406,7.786136437783072,10,10,9,10,0.5595238095238095,1,-0.3333333333333333,240.6,3,1.4,0.9,1.0,0,2,0.2727272727272727,0,True,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
713,41,0,465,14,3,1,56,3,1,3,2451,4609,4,12,3,1,1,13,2,3,9,8,1,8,2451,7.804659297056102,9,9,1,13,0.6976190476190476,4,0.6666666666666666,188.53846153846155,3,-0.6000000000000001,0.1111111111111111,0.6923076923076923,2,1,0.25,2,False,True,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
714,27,0,1337,22,3,1,58,2,1,2,2863,19555,1,12,3,1,0,1,2,3,1,0,0,0,2863,7.9599745280805365,1,1,0,1,0.03537414965986395,1,-0.3333333333333333,2863.0,3,1.0,0.0,1.0,1,2,0.25,2,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
715,40,0,663,9,4,3,81,3,2,3,3975,23099,3,11,3,3,2,11,2,4,8,7,0,7,3975,8.288031567776464,8,8,0,11,0.6404761904761904,3,0.3333333333333333,361.3636363636364,4,0.6000000000000001,0.0,0.7272727272727273,0,0,0.2727272727272727,0,False,False,True,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
716,37,0,674,13,3,1,47,3,2,4,4285,3031,1,17,3,1,0,10,2,3,10,8,3,7,4285,8.363109176033522,10,10,3,10,0.5595238095238095,1,-0.3333333333333333,428.5,3,0.3999999999999999,0.3,1.0,3,1,0.17647058823529413,2,False,True,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False
717,39,0,1251,21,4,1,32,1,2,3,5736,3987,6,19,3,3,1,10,1,3,3,2,1,2,5736,8.654691704601872,3,3,1,10,0.5595238095238095,6,1.3333333333333333,573.6,3,1.6,0.3333333333333333,0.3,0,0,0.15789473684210525,1,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False
718,31,0,587,2,4,4,57,3,3,3,9852,8935,1,19,3,1,1,10,5,2,10,8,9,6,9852,9.195531256322475,10,10,9,10,0.5595238095238095,1,-0.3333333333333333,985.2,1,1.4,0.9,1.0,2,0,0.15789473684210525,2,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,True,False
719,34,0,971,1,3,4,64,2,3,3,7083,12288,1,14,3,4,0,10,3,3,10,9,8,6,7083,8.865593998902725,10,10,8,10,0.5595238095238095,1,-0.3333333333333333,708.3,2,1.2,0.8,1.0,1,1,0.21428571428571427,1,False,True,False,True,False,False,False,False,True,True,False,False,False,False,False,False,True,False,True,False,True,False,True,False,False,True,False
720,50,0,809,12,3,3,77,3,3,4,9208,6645,4,11,3,4,0,16,3,3,2,2,2,1,9208,9.127936545721367,2,2,2,16,0.7707482993197279,4,0.6666666666666666,575.5,3,2.6,1.0,0.125,0,2,0.2727272727272727,0,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False
721,51,0,770,5,3,3,84,3,4,2,14026,17588,1,11,3,2,1,33,2,3,33,9,0,10,14026,9.54873932271967,33,20,0,33,0.9836734693877551,1,-0.3333333333333333,425.030303030303,2,2.2,0.0,1.0,0,1,0.2727272727272727,1,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False
722,31,0,798,7,2,3,48,2,3,3,8943,14034,1,24,4,1,1,10,2,3,10,9,8,9,8943,9.09873819539488,10,10,8,10,0.5595238095238095,1,-0.3333333333333333,894.3,3,1.2,0.8,1.0,2,2,0.16666666666666666,1,True,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,True,False
723,45,0,194,9,3,2,60,3,2,2,2348,10901,8,18,3,3,1,20,2,1,17,9,0,15,2348,7.761744984658913,17,17,0,20,0.8493197278911565,8,2.0,117.4,1,0.19999999999999996,0.0,0.85,1,1,0.16666666666666666,1,False,True,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
724,52,0,715,19,4,4,41,3,1,4,4258,26589,0,18,3,1,1,5,3,3,4,3,1,2,4258,8.356789669923213,4,4,1,5,0.18537414965986396,0,-0.6666666666666666,851.6,3,0.4,0.25,0.8,3,0,0.16666666666666666,1,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False
725,58,1,147,23,4,4,94,3,3,4,10312,3465,1,12,3,4,1,40,3,2,40,10,15,6,10312,9.24116051431607,40,20,15,40,0.9996598639455783,1,-0.3333333333333333,257.8,2,1.0,0.375,1.0,0,1,0.25,0,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True
726,30,1,1005,3,3,4,88,3,1,1,2657,8556,5,11,3,3,0,8,5,3,5,2,0,4,2657,7.885329239273191,5,5,0,8,0.3904761904761905,5,1.0,332.125,2,0.6,0.0,0.625,2,1,0.2727272727272727,2,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False
727,39,0,1089,6,3,2,32,3,3,2,8376,9150,4,18,3,4,0,9,3,3,2,0,2,2,8376,9.033245134153809,2,2,2,9,0.45816326530612245,4,0.6666666666666666,930.6666666666666,3,3.0,1.0,0.2222222222222222,2,1,0.16666666666666666,0,False,True,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False
728,29,0,1210,2,3,1,78,2,2,2,6644,3687,2,19,3,2,2,10,2,3,0,0,0,0,6644,8.801619971147346,0,1,0,10,0.5595238095238095,2,0.0,664.4,3,2.0,0.0,0.0,0,1,0.15789473684210525,1,False,True,False,True,False,False,True,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False
729,44,0,477,7,4,1,42,2,3,4,10248,2094,3,14,3,4,1,24,4,3,22,6,5,17,10248,9.234935418831563,22,20,5,24,0.9180272108843538,3,0.3333333333333333,427.0,3,1.8,0.22727272727272727,0.9166666666666666,0,1,0.21428571428571427,1,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False
730,36,0,1195,11,3,2,95,2,2,2,6499,22656,1,13,3,3,0,6,3,3,6,5,0,3,6499,8.779557455883728,6,6,0,6,0.2578231292517007,1,-0.3333333333333333,1083.1666666666667,3,1.0,0.0,1.0,1,2,0.23076923076923078,0,True,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False
731,34,1,790,24,4,1,40,2,2,2,4599,7815,0,23,4,3,0,16,2,4,15,9,10,10,4599,8.433811582477187,15,15,10,16,0.7707482993197279,0,-0.6666666666666666,287.4375,3,0.19999999999999996,0.6666666666666666,0.9375,1,1,0.17391304347826086,2,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,True,True,False,False,False,True,False
732,31,0,163,24,1,4,30,3,2,4,5238,6670,2,20,4,4,0,9,3,2,5,4,1,4,5238,8.56388591940822,5,5,1,9,0.45816326530612245,2,0.0,582.0,2,1.2,0.2,0.5555555555555556,0,2,0.2,0,True,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False
733,31,0,408,9,4,3,42,2,1,2,2657,7551,0,16,3,4,0,3,5,3,2,2,2,2,2657,7.885329239273191,2,2,2,3,0.09829931972789116,0,-0.6666666666666666,885.6666666666666,2,0.6,1.0,0.6666666666666666,2,1,0.1875,1,False,True,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False
734,21,0,984,1,1,4,70,2,1,2,2070,25326,1,11,3,3,0,2,6,4,2,2,2,2,2070,7.635786861395585,2,2,2,2,0.07346938775510205,1,-0.3333333333333333,1035.0,3,0.6,1.0,1.0,1,1,0.2727272727272727,1,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False
735,36,0,1467,11,2,2,92,3,3,4,9738,22952,0,14,3,3,1,10,6,3,9,7,2,8,9738,9.1838937219612,9,9,2,10,0.5595238095238095,0,-0.6666666666666666,973.8,3,1.6,0.2222222222222222,0.9,1,2,0.21428571428571427,0,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False
736,25,0,685,1,3,1,62,3,2,3,4898,7505,0,12,3,4,2,5,3,3,4,2,1,2,4898,8.496786381638575,4,4,1,5,0.18537414965986396,0,-0.6666666666666666,979.6,3,1.6,0.25,0.8,1,1,0.25,1,False,True,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False
737,46,0,1144,7,4,3,30,3,2,3,5258,16044,2,14,3,3,0,7,2,4,1,0,0,0,5258,8.567696173589344,1,1,0,7,0.32789115646258504,2,0.0,751.1428571428571,4,2.0,0.0,0.14285714285714285,0,0,0.21428571428571427,0,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False
738,29,0,738,9,5,2,30,2,1,4,3983,7621,0,17,3,3,0,4,2,3,3,2,2,2,3983,8.290041618704489,3,3,2,4,0.13401360544217686,0,-0.6666666666666666,995.75,3,0.6,0.6666666666666666,0.75,1,1,0.17647058823529413,0,False,True,True,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False
739,44,1,920,24,3,4,43,3,1,3,3161,19920,3,22,4,4,1,19,0,1,1,0,0,0,3161,8.058960017769417,1,1,0,19,0.8316326530612245,3,0.3333333333333333,166.3684210526316,0,1.0,0.0,0.05263157894736842,1,2,0.18181818181818182,2,True,False,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False
740,26,0,933,1,3,3,57,3,2,3,5296,20156,1,17,3,2,1,8,3,3,8,7,7,7,5296,8.574895901544526,8,8,7,8,0.3904761904761905,1,-0.3333333333333333,662.0,3,0.6000000000000001,0.875,1.0,1,1,0.17647058823529413,0,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,True,False
741,55,0,444,2,1,3,40,2,4,1,16756,17323,7,15,3,2,0,31,3,4,9,7,6,2,16756,9.726571360400724,9,9,6,31,0.972108843537415,7,1.6666666666666667,540.516129032258,4,2.6,0.6666666666666666,0.2903225806451613,1,0,0.2,1,False,False,True,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False
742,47,0,1093,9,3,3,82,1,4,3,12936,24164,7,11,3,3,0,25,3,1,23,5,14,10,12936,9.467846701917901,23,20,14,25,0.9289115646258503,7,1.6666666666666667,517.44,1,3.0,0.6086956521739131,0.92,0,2,0.2727272727272727,1,True,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,True
743,35,0,464,4,2,3,75,3,1,4,1951,10910,1,12,3,3,1,1,3,3,1,0,0,0,1951,7.5766097669730375,1,1,0,1,0.03537414965986395,1,-0.3333333333333333,1951.0,3,1.0,0.0,1.0,1,1,0.25,0,False,True,True,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
744,29,0,1092,1,4,1,36,3,1,4,4787,26124,9,14,3,2,3,4,3,4,2,2,2,2,4787,8.473868066677865,2,2,2,4,0.13401360544217686,9,2.3333333333333335,1196.75,3,0.6,1.0,0.5,2,1,0.21428571428571427,2,False,True,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,True,True,False,False,False,False,False
745,29,1,337,14,1,3,84,3,3,4,7553,22930,0,12,3,1,0,9,1,3,8,7,7,7,7553,8.929832503272403,8,8,7,9,0.45816326530612245,0,-0.6666666666666666,839.2222222222222,2,1.6,0.875,0.8888888888888888,3,2,0.25,2,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,True,False,False,True,False
746,34,0,1480,4,3,3,64,3,3,4,9713,24444,2,13,3,4,3,9,3,3,5,3,1,0,9713,9.18132342290569,5,5,1,9,0.45816326530612245,2,0.0,1079.2222222222222,2,2.4,0.2,0.5555555555555556,0,1,0.23076923076923078,1,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,True,False,False,True,False,False,False
